Title,Price,Image
Lindau Lined Softcover Flexi Journal,"EGP1,255.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781439764237-450x600.webp
Golden Trefoil Lined Hardcover Journal,"EGP1,570.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781439763612-450x600.jpg
Destiny Lined Hardcover Journal,"EGP1,570.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781439754788-450x600.jpg
Mystique Lined Softcover Flexi Journal,"EGP1,505.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781439744536-450x600.jpg
Black Moroccan Lined Softcover Flexi Journal,"EGP1,130.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781439744437-450x600.jpg
Aurelia Ultra Lined Hardcover Journal,"EGP1,570.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781439744017-450x600.webp
Turquoise Chronicles Ultra Lined Hardcover Journal,"EGP1,570.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781439732137-450x600.webp
Adina (Bukhara) Ultra Lined Hardcover Journal,"EGP1,570.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781439731451-450x600.webp
Metta (Kirikane Collection) Midi Lined Hardcover Journal (Wr,EGP890.00,https://diwanegypt.com/wp-content/uploads/2025/02/9781439725436-450x600.webp
Shiraz Ultra Lined Hardcover Journal,"EGP1,570.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781439725382-450x600.jpg
Gold Inlay Ultra Lined Hardcover Journal,"EGP1,695.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781439725306-450x600.jpg
Safavid (Safavid Binding Art) Ultra Lined Hardcover Journal,"EGP1,570.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781439716014-450x600.webp
Grolier (Grolier Ornamentali) Ultra Lined Hardcover Journal,"EGP1,570.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781439715956-450x600.jpg
Lindau (Lindau Gospels) Ultra Lined Hardcover Journal,"EGP1,570.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781439710135-450x600.webp
Don’t Believe Everything You Think,"EGP1,280.00",https://diwanegypt.com/wp-content/uploads/2025/02/9798893310153-450x600.jpg
Angelic Vibrations Oracle,"EGP1,070.00",https://diwanegypt.com/wp-content/uploads/2025/02/9798888501399-450x600.jpg
For the Love of Diamonds,"EGP3,755.00",https://diwanegypt.com/wp-content/uploads/2025/02/9783961716043-450x600.jpg
The Red Book,"EGP3,755.00",https://diwanegypt.com/wp-content/uploads/2025/02/9783961715923-450x600.jpg
The White Book,"EGP3,755.00",https://diwanegypt.com/wp-content/uploads/2025/02/9783961715916-450x600.jpg
The Pink Book,"EGP3,755.00",https://diwanegypt.com/wp-content/uploads/2025/02/9783961715626-450x600.jpg
The Black Book,"EGP3,755.00",https://diwanegypt.com/wp-content/uploads/2025/02/9783961715619-450x600.jpg
Jeanne Lanvin,"EGP3,755.00",https://diwanegypt.com/wp-content/uploads/2025/02/9783961714421-450x600.jpg
Occult Tarot,"EGP1,505.00",https://diwanegypt.com/wp-content/uploads/2021/11/9781925924213-450x600.jpg
The Full Moon Coffee Shop,"EGP1,130.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781914240935-450x600.jpg
The Bookshop Woman,"EGP1,130.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781914240812-450x600.jpg
About My Mother,EGP680.00,https://diwanegypt.com/wp-content/uploads/2025/02/9781846592010-450x600.jpg
Jamilia,EGP605.00,https://diwanegypt.com/wp-content/uploads/2025/02/9781846590320-450x600.jpg
Convenience Store Woman,EGP755.00,https://diwanegypt.com/wp-content/uploads/2025/02/9781846276842-450x600.jpg
Rebecca,EGP755.00,https://diwanegypt.com/wp-content/uploads/2025/02/9781844080380-450x600.jpg
How To Become A Successful Artist,"EGP1,880.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781838662424-450x600.jpg
Garden of Delights (Foiled Journal),EGP695.00,https://diwanegypt.com/wp-content/uploads/2025/02/9781804179529-450x600.jpg
Annie Soudain: Wayside Winter (Foiled Journal),EGP695.00,https://diwanegypt.com/wp-content/uploads/2025/02/9781804179512-450x600.jpg
Little Book of Dolce & Gabbana,"EGP1,055.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781802797657-450x600.jpg
Little Book of Chloe,"EGP1,055.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781802797626-450x600.jpg
Cribsheet,EGP830.00,https://diwanegypt.com/wp-content/uploads/2025/02/9781788164498-450x600.jpg
The Party,EGP980.00,https://diwanegypt.com/wp-content/uploads/2025/02/9781787335554-450x600.jpg
Days at the Morisaki Bookshop,EGP830.00,https://diwanegypt.com/wp-content/uploads/2025/02/9781786583239-450x600.jpg
The Door-to-Door Bookstore,EGP830.00,https://diwanegypt.com/wp-content/uploads/2025/02/9781786583109-450x600.jpg
Recovering from Emotionally Immature Parents,"EGP1,205.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781684032525-450x600.jpg
How To Solve Your Own Murder,EGP755.00,https://diwanegypt.com/wp-content/uploads/2025/02/9781529430073-450x600.jpg
The Garden Against Time,"EGP1,505.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781529066678-450x600.jpg
Radical Candor,EGP530.00,https://diwanegypt.com/wp-content/uploads/2025/02/9781529038347-450x600.jpg
Defiant,EGP755.00,https://diwanegypt.com/wp-content/uploads/2025/02/9781473234628-450x600.jpg
Permission Marketing,EGP755.00,https://diwanegypt.com/wp-content/uploads/2025/02/9781416526667-450x600.jpg
Chasing Salah,"EGP1,280.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781408721162-450x600.jpg
Soul Coaching Oracle Cards,"EGP1,730.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781401978464-450x600.jpg
The Chibineko Kitchen,EGP830.00,https://diwanegypt.com/wp-content/uploads/2025/02/9781399817615-450x600.jpg
Quicksilver,"EGP1,205.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781399745420-450x600.jpg
The Ministry of Time,"EGP1,130.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781399726351-450x600.jpg
The Wedding People,"EGP1,505.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781399622738-450x600.jpg
The Convenience Store by the Sea,EGP755.00,https://diwanegypt.com/wp-content/uploads/2025/02/9781398722774-450x600.jpg
The Lion Women of Tehran,EGP755.00,https://diwanegypt.com/wp-content/uploads/2025/02/9781398534759-450x600.jpg
The Booklover’s Library,EGP830.00,https://diwanegypt.com/wp-content/uploads/2025/02/9781335000392-450x600.jpg
A Serial Killer’s Guide to Marriage,"EGP1,130.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781035419678-450x600.jpg
DallerGut Dream Department Store,EGP755.00,https://diwanegypt.com/wp-content/uploads/2025/02/9781035412761-450x600.jpg
Rewitched,"EGP1,130.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781035045464-450x600.jpg
Long Island,"EGP1,130.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781035029457-450x600.jpg
Martyr!,EGP755.00,https://diwanegypt.com/wp-content/uploads/2025/02/9781035026081-450x600.jpg
The Lantern of Lost Memories,"EGP1,130.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781035023622-450x600.jpg
The Restaurant of Lost Recipes,EGP830.00,https://diwanegypt.com/wp-content/uploads/2025/02/9781035009633-450x600.jpg
Memoirs of a Woman Doctor,EGP755.00,https://diwanegypt.com/wp-content/uploads/2025/02/9780863566103-450x600.jpg
A Very Short History of the Israel–Palestine Conflict,EGP755.00,https://diwanegypt.com/wp-content/uploads/2025/02/9780861549719-450x600.jpg
Think Again,EGP980.00,https://diwanegypt.com/wp-content/uploads/2025/02/9780753553916-450x600.jpg
Raising Lifelong Learners,"EGP1,430.00",https://diwanegypt.com/wp-content/uploads/2025/02/9780738200248-450x600.jpg
The Striker,EGP755.00,https://diwanegypt.com/wp-content/uploads/2025/02/9780349442259-450x600.jpg
Onyx Storm,"EGP1,280.00",https://diwanegypt.com/wp-content/uploads/2025/02/9780349437071-450x600.jpg
Iron Flame,EGP830.00,https://diwanegypt.com/wp-content/uploads/2025/02/9780349437057-450x600.jpg
House of Huawei,"EGP1,280.00",https://diwanegypt.com/wp-content/uploads/2025/02/9780349146485-450x600.jpg
Sunset Oasis,EGP755.00,https://diwanegypt.com/wp-content/uploads/2025/02/9780340924884-450x600.jpg
The Book of Gifts,"EGP1,280.00",https://diwanegypt.com/wp-content/uploads/2025/02/9780241719176-450x600.jpg
A Doll’s House and Other Plays,EGP980.00,https://diwanegypt.com/wp-content/uploads/2022/01/9780141194561-450x600.jpg
Beating Heart,EGP755.00,https://diwanegypt.com/wp-content/uploads/2025/02/9780008719630-450x600.jpg
The God of The Woods,"EGP1,055.00",https://diwanegypt.com/wp-content/uploads/2025/02/9780008663803-450x600.jpg
Blue Sisters,EGP755.00,https://diwanegypt.com/wp-content/uploads/2025/02/9780008623036-450x600.jpg
I Hope This Finds You Well,"EGP1,055.00",https://diwanegypt.com/wp-content/uploads/2025/02/9780008604462-450x600.jpg
The Forgotten Bookshop in Paris,EGP755.00,https://diwanegypt.com/wp-content/uploads/2025/02/9780008525248-450x600.jpg
A Mind of Your Own,EGP980.00,https://diwanegypt.com/wp-content/uploads/2025/02/9780008128005-450x600.jpg
The Cairo House,EGP905.00,https://diwanegypt.com/wp-content/uploads/2025/02/9780007182183-450x600.jpg
Blue Moon 2: Fall into Temptation,"EGP1,240.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781728295237-450x600.jpg
Blue Moon 1: No More Secrets,"EGP1,240.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781728295220-450x600.jpg
The Power of Saying No: The New Science of How to Say No tha,"EGP1,175.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781728293547-450x600.jpg
Thutmose III and Hatshepsut Pharaohs of Egypt: Their Lives a,EGP950.00,https://diwanegypt.com/wp-content/uploads/2025/02/9781649031594-450x600.jpg
Kingmakers 1: Year One,"EGP1,175.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781464231537-450x600.jpg
Wags 1: Good Boy: A Friends with Benefits Hockey Romance,"EGP1,110.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781464227349-450x600.jpg
The Kingdom of Crows 1: House of Beating Wings,"EGP1,240.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781464222092-450x600.jpg
Hades 2: Anarchy,"EGP1,175.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781464220616-450x600.jpg
Hades 1: 7th Circle,"EGP1,175.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781464220609-450x600.jpg
"Friends, Lovers, and the Big Terrible Thing: A Memoir",EGP850.00,https://diwanegypt.com/wp-content/uploads/2025/02/9781250866455-450x600.jpg
The Last One at the Wedding,"EGP1,110.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781250374615-450x600.jpg
The Maidens,EGP720.00,https://diwanegypt.com/wp-content/uploads/2025/02/9781250326669.jpg
The Prophet: A Graphic Novel (Pre-Order),"EGP2,280.00",https://diwanegypt.com/wp-content/uploads/2025/02/9781623716455-450x600.jpg
Sameh Al Tawil: The Monograph,EGP590.00,https://diwanegypt.com/wp-content/uploads/2025/01/9789778800517-450x600.jpg
God Is Red: A Native View of Religion,"EGP4,360.00",https://diwanegypt.com/wp-content/uploads/2025/01/9786010059672-450x600.jpg
When Jesus Became God: The Struggle to Define Christianity d,"EGP3,010.00",https://diwanegypt.com/wp-content/uploads/2025/01/9786010056244-450x600.jpg
The Search for God in Ancient Egypt,"EGP4,025.00",https://diwanegypt.com/wp-content/uploads/2025/01/9786010055148-450x600.jpg
What the War Left Behind: Women’s Stories of Resistance and,"EGP1,500.00",https://diwanegypt.com/wp-content/uploads/2025/01/9780815638384-450x600.jpg
"Women’s War Stories: The Lebanese Civil War, Women’s Labor,","EGP1,500.00",https://diwanegypt.com/wp-content/uploads/2025/01/9780815637820-450x600.jpg
Egyptian Ancient Origins: Stories Of People & Civilization (,EGP980.00,https://diwanegypt.com/wp-content/uploads/2025/01/9781804175767-450x600.jpg
The Innovative Dinosaur: A Guidebook for Crossing the Transf,"EGP2,280.00",https://diwanegypt.com/wp-content/uploads/2025/01/9798887506739-450x600.png
"African Myths & Legends: Tales of Heroes, Gods & Monsters",EGP980.00,https://diwanegypt.com/wp-content/uploads/2025/01/9781839648885-450x600.jpg
"Arabian Folk & Fairy Tales: Fables, Folkore & Ancient Storie",EGP980.00,https://diwanegypt.com/wp-content/uploads/2025/01/9781804178058-450x600.jpg
Palestine as Metaphor,"EGP1,305.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781623719425-450x600.jpg
All That’s Left to You: A Novella and Other Stories,"EGP1,045.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781623717247-450x600.jpg
"Mahmoud Darwish, Exile’s Poet (Critical Essays)","EGP1,630.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781566566643-450x600.jpg
No One Prayed Over Their Graves,"EGP1,435.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781250872876-450x600.jpg
Variations on Night and Day,"EGP1,175.00",https://diwanegypt.com/wp-content/uploads/2025/01/9780679755517-450x600.jpg
"Egyptian Myths & Legends: Tales of Heroes, Gods & Monsters (",EGP980.00,https://diwanegypt.com/wp-content/uploads/2025/01/9781804173268-450x600.jpg
Almond Blossoms and Beyond,"EGP1,305.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781623716769-450x600.jpg
Cat & Mouse 2: Hunting Adeline,"EGP1,305.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781638932475-450x600.jpg
The Perfect son,"EGP1,175.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781464227295-450x600.jpg
In the Country of Men,"EGP1,175.00",https://diwanegypt.com/wp-content/uploads/2025/01/9780385340434-450x600.jpg
Personalized: Customer Strategy in the Age of AI,"EGP2,085.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781647826277-450x600.jpg
HBR Sales Management Handbook: How to Lead High-Performing Sales Teams,"EGP1,955.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781647826802-450x600.jpg
Guns and Almond Milk,"EGP1,045.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781623711054-450x600.jpg
"HBR Work Smart: Writing, Presenting, and Communicating with","EGP1,435.00",https://diwanegypt.com/wp-content/uploads/2025/01/9798892790093-450x600.webp
The Age of Outrage: How to Lead in a Polarized World,"EGP2,085.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781647826291-450x600.jpg
"HBR Work Smart: People, Performance, and Succeeding as a Man","EGP1,435.00",https://diwanegypt.com/wp-content/uploads/2025/01/9798892790062-450x600.jpg
HBR’s10 Must Reads 2025:The Definitive Management Ideas of the year,"EGP1,630.00",https://diwanegypt.com/wp-content/uploads/2025/01/9798892790031-450x600.jpg
The Vegetarian,EGP785.00,https://diwanegypt.com/wp-content/uploads/2025/01/9781101906118-450x600.jpg
Triple Fit Strategy: How to Build Lasting Customer Relations,"EGP2,280.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781647827144-450x600.jpg
Turkuaz Kitchen: Traditional and Modern Dough Recipes for Sw,"EGP2,020.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781984862228-450x600.jpg
Terrible Beauty: Reckoning with Climate Complicity and Redis,"EGP2,085.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781647829759-450x600.jpg
The Teacher,"EGP1,175.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781728296210-450x600.jpg
War,"EGP2,085.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781668052273-450x600.jpg
Gaza Faces History,"EGP1,045.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781635425543-450x600.jpg
Cat & Mouse: Where’s Molly (A Cat & Mouse Spin-off),"EGP1,175.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781638932482-450x600.jpg
Cat & Mouse 1: Haunting Adeline,"EGP1,305.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781638932468-450x600.jpg
The Stained Glass Tarot Deck: An Illuminated Journey through,"EGP2,280.00",https://diwanegypt.com/wp-content/uploads/2025/01/9798888500828-450x600.jpg
Beetlejuice Tarot Deck (78-Card Deck & Guidebook),"EGP1,825.00",https://diwanegypt.com/wp-content/uploads/2025/01/9798886637267-450x600.jpg
Christina Ricci’s Cat Full of Spiders Tarot Deck (78-Card De,"EGP1,955.00",https://diwanegypt.com/wp-content/uploads/2025/01/9798886635942-450x600.jpg
Angel Oracle,"EGP1,630.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781922786609-450x600.jpg
Wise Woman Oracle: Reconnect with She Who Knows,"EGP1,630.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781922786050-450x600.jpg
Ancient Egyptian Tarot Cards (78-Card Deck & Guidebook),"EGP1,630.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781804179642-450x600.jpg
Manifestation Tarot Deck: Make your dreams become your reali,"EGP1,500.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781800653733-450x600.jpg
The Love Oracle (40-Card Deck & Guidebook),"EGP2,150.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781646712571-450x600.jpg
Azra’s Golden Lenormand Cards,"EGP2,150.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781646712564-450x600.jpg
The Phoenix Cards: 44 Archetypes for Your Inner Light,"EGP2,150.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781646712533-450x600.jpg
Botanical Dreams Oracle (56-Card Deck & Guidebook),"EGP1,565.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781646712403-450x600.jpg
Whispers of the Dolphin Heart: An Oracle of Divine Connectio,"EGP1,890.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781646712397-450x600.jpg
The Tarot Of The Dance Of Souls (78-Card Deck & 15 Guide Car,"EGP2,605.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781646712359-450x600.jpg
The Luminescent Oracle,"EGP1,175.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781646712267-450x600.jpg
Calandra Tarot,"EGP1,565.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781646712205.jpg
Elemental North Tarot (78-Card Deck & Guidebook),"EGP1,630.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781646712199-450x600.jpg
Dream Song Oracle (45-Card Deck & Guidebook),"EGP1,760.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781646712144-450x600.jpg
Fairy Tale Tarot (78-Card Deck & Guidebook),"EGP1,565.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781646712137-450x600.jpg
Golden Keys of Gaia: Oracle of Elemental Wisdom (50-Card Dec,"EGP2,085.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781646712090-450x600.jpg
Find Your Magic Tarot (78-Card Deck & Guidebook),"EGP1,955.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781646712069-450x600.jpg
The Mysterion: Rumi and the Secret of Becoming Fully Human,"EGP1,435.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781645471448-450x600.jpg
The Complete Tarot Kit: Featuring the Rider-Waite and Crowle,"EGP3,385.00",https://diwanegypt.com/wp-content/uploads/2025/01/9781572813458-450x600.jpg
Beginner’s Guide to Tarot,"EGP1,630.00",https://diwanegypt.com/wp-content/uploads/2022/06/9781250131140-450x600.jpg
1JJ Swiss Tarot Deck (78-Card Deck & Guidebook),"EGP1,825.00",https://diwanegypt.com/wp-content/uploads/2025/01/9780913866511.jpg
Extremely Loud And Incredibly Close,"EGP1,240.00",https://diwanegypt.com/wp-content/uploads/2025/01/9780618711659-450x600.jpg
The City and Its Uncertain Walls,"EGP2,085.00",https://diwanegypt.com/wp-content/uploads/2025/01/9780593801970-450x600.jpg
The Myth of American Idealism: How U.S. Foreign Policy Endan,"EGP1,370.00",https://diwanegypt.com/wp-content/uploads/2025/01/9780593656327-450x600.jpg
"Tomorrow, and Tomorrow, and Tomorrow",EGP770.00,https://diwanegypt.com/wp-content/uploads/2025/01/9780593466490-450x600.jpg
The White Book,"EGP1,240.00",https://diwanegypt.com/wp-content/uploads/2025/01/9780525573067-450x600.jpg
Citizen: My Life After the White House,"EGP2,475.00",https://diwanegypt.com/wp-content/uploads/2025/01/9780525521440-450x600.jpg
